"SAP Buchungskreis";"order number";"article number";"article name"
"S023";"190514187";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"S053";"190355097";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M176";"190262503";"1735436";"HPS 930/00"
"M104";"981433686";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S322";"190236433";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"M069";"190597883";"2457162";"SCD 503/26 AUDIO-BABYPHONE"
"M157";"190344190";"2670375";"EP 5447/90"
"M027";"190540891";"2229891";"FC 9331/09 POWER PRO COMPACT"
"M224";"190281961";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S216";"190419561";"2457167";"SCD 713/26 AUDIO-BABYPHONE"
"M257";"190173056";"2395812";"BT 3216/14 SERIES 3000"
"M262";"190209707";"2583309";"HD 6561/67 SENSEO VIVA CAFE +100PAD GRATIS"
"M028";"190418992";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S051";"190288927";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M199";"190537087";"1822510";"HX 6510/22"
"S201";"190632047";"2112359";"HX 6322/04"
"M024";"190438494";"1290782";"QC 5115/15"
"S083";"190320734";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"M299";"190554684";"2670832";"HF 3519/01"
"M100";"190331185";"2583146";"HC5630/15 SERIES 5000"
"M185";"190345797";"2643592";"SC F358/00 FLASCHENWÄRMER"
"S001";"190557811";"2312251";"MG 5720/15 MULTIGROOM"
"S006";"190684120";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"S209";"190449472";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"S090";"190580878";"2670812";"NT 3650/16"
"M164";"190498615";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M034";"190408826";"2670818";"S 5588/30"
"S043";"190427873";"1735432";"HR 1578/00"
"S307";"190533868";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M257";"190173056";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M213";"190272151";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S304";"190712364";"1724791";"HX 6511/22"
"M156";"190389875";"2643587";"EP 2220/40"
"M279";"190322134";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M053";"1666541";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M029";"190373068";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M103";"190588651";"1980322";"HC 9450/20"
"M169";"190423815";"2642973";"HR 3573/90 5000 SERIES 1000W + AUF"
"S071";"1835184";"1712051";"HX 8211/02 AIRFLOSS"
"M294";"190141597";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"M248";"190366995";"2583350";"S 3233/52 SERIES 3000"
"M282";"190348748";"2647422";"S 6680/26 SHAVING SERIES 6000"
"M173";"190511066";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"S042";"190338532";"1580414";"BA 151 AKKU"
"M061";"190375350";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"M228";"190417166";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"M129";"190477447";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"M090";"190434932";"2670816";"S 7788/55"
"M204";"190248880";"2583351";"S 5941/27 SERIES 5000"
"M252";"190229330";"2472688";"HX 8431/01"
"M009";"190417314";"2713268";"S 5579/50"
"GW04";"314636860";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"GW04";"314552138";"1591127";"HR 7778/00"
"M154";"190489308";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M200";"190397100";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M062";"190511862";"1735436";"HPS 930/00"
"M050";"190483385";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M115";"190331759";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"M116";"190546666";"2670375";"EP 5447/90"
"M073";"190362464";"2229891";"FC 9331/09 POWER PRO COMPACT"
"M279";"190324729";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M200";"190397100";"2395812";"BT 3216/14 SERIES 3000"
"M183";"1550250";"2583309";"HD 6561/67 SENSEO VIVA CAFE +100PAD GRATIS"
"M180";"190398281";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M167";"190418396";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M145";"190348136";"1822510";"HX 6510/22"
"S006";"190681267";"2112359";"HX 6322/04"
"M234";"190395604";"1290782";"QC 5115/15"
"S208";"190425849";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"M174";"190405299";"2583146";"HC5630/15 SERIES 5000"
"M028";"190418992";"2643592";"SC F358/00 FLASCHENWÄRMER"
"S100";"190323454";"2312251";"MG 5720/15 MULTIGROOM"
"M191";"190403405";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"M162";"190383600";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"M178";"190337277";"2670812";"NT 3650/16"
"M018";"190540024";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S068";"190648114";"2670818";"S 5588/30"
"M065";"190486126";"1735432";"HR 1578/00"
"M051";"190459117";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S104";"190398395";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M140";"190301343";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M162";"190385080";"1724791";"HX 6511/22"
"M280";"190306693";"2643587";"EP 2220/40"
"S080";"190489953";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M131";"190437436";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M153";"190453637";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M201";"190380740";"1980322";"HC 9450/20"
"M058";"190433333";"1378139";"HQ 56/50"
"M061";"190379798";"1712051";"HX 8211/02 AIRFLOSS"
"M102";"190470890";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"M014";"190426559";"2583350";"S 3233/52 SERIES 3000"
"M200";"190402234";"2647422";"S 6680/26 SHAVING SERIES 6000"
"M160";"190283431";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"M080";"8022415";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"M228";"190417166";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S324";"194321041";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"S327";"190230841";"2670816";"S 7788/55"
"S012";"190801911";"2583351";"S 5941/27 SERIES 5000"
"M015";"190425480";"2472688";"HX 8431/01"
"M053";"1666672";"2713268";"S 5579/50"
"S023";"190514471";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M154";"190489308";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"S315";"190414705";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M209";"190491551";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M197";"190502966";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"M050";"190484749";"2670375";"EP 5447/90"
"S012";"190801911";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S041";"190403755";"2395812";"BT 3216/14 SERIES 3000"
"M111";"190416743";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M246";"190239061";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M028";"190418992";"1822510";"HX 6510/22"
"S079";"190735980";"2112359";"HX 6322/04"
"S037";"320374449";"1290782";"QC 5115/15"
"S082";"190761860";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"S042";"190338532";"2708167";"900923276 AEFKW2"
"S037";"320375892";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M042";"190481976";"2312251";"MG 5720/15 MULTIGROOM"
"M305";"190145571";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"M281";"190360418";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"M266";"190181844";"2670812";"NT 3650/16"
"M215";"190403991";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M015";"190428010";"2670818";"S 5588/30"
"M012";"190406099";"1735432";"HR 1578/00"
"S058";"190315731";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M069";"190590968";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M053";"1666545";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M177";"190369180";"1724791";"HX 6511/22"
"M061";"190375353";"2643587";"EP 2220/40"
"M187";"190443867";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M053";"1666542";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S306";"190408449";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M257";"190175307";"1980322";"HC 9450/20"
"M180";"190399983";"1378139";"HQ 56/50"
"M012";"190403689";"1712051";"HX 8211/02 AIRFLOSS"
"M091";"190727183";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"M028";"190418992";"2583350";"S 3233/52 SERIES 3000"
"M154";"190489308";"2229897";"GC 2994/20 POWERLIFE 2400W"
"M236";"190350156";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"M028";"190422174";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"M278";"190130901";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S306";"190411640";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"M222";"190325196";"2670816";"S 7788/55"
"M116";"190548372";"2583351";"S 5941/27 SERIES 5000"
"M306";"190263104";"2472688";"HX 8431/01"
"M131";"190437434";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M190";"190567693";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M279";"190322831";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M007";"190398316";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S304";"190708106";"2747422";"BT 9810/90 PRESTIGE"
"M174";"190403581";"2670375";"EP 5447/90"
"M221";"190789902";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S210";"190575960";"2395812";"BT 3216/14 SERIES 3000"
"M198";"190475742";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S056";"190478319";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"S001";"190557811";"1822510";"HX 6510/22"
"M098";"190531822";"2112359";"HX 6322/04"
"M254";"190295893";"1290782";"QC 5115/15"
"M116";"190548325";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"S337";"190191100";"2323466";"SHB 3175 BK/00."
"S202";"190319467";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S204";"190312793";"2312251";"MG 5720/15 MULTIGROOM"
"M047";"190380369";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"M115";"190329368";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"S004";"190693325";"2670812";"NT 3650/16"
"M024";"190443487";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S004";"190695893";"2670818";"S 5588/30"
"M305";"190145571";"1735432";"HR 1578/00"
"M018";"190546298";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M046";"190372023";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M255";"190348241";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S061";"190417268";"1724791";"HX 6511/22"
"M239";"190267506";"2643587";"EP 2220/40"
"S010";"190382010";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M144";"190539032";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S005";"190994514";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M186";"190498756";"1378139";"HQ 56/50"
"S060";"190479753";"1712051";"HX 8211/02 AIRFLOSS"
"M038";"190492119";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"M028";"190418992";"2583350";"S 3233/52 SERIES 3000"
"M154";"190489308";"2229897";"GC 2994/20 POWERLIFE 2400W"
"M018";"190540070";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"M227";"190432852";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"S216";"190422888";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S018";"190277233";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"M115";"190331593";"2670816";"S 7788/55"
"M210";"190501230";"2583351";"S 5941/27 SERIES 5000"
"M131";"190437112";"2472688";"HX 8431/01"
"M062";"190511653";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"S042";"190338549";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"S010";"190383031";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M104";"981431652";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S210";"190573097";"2670375";"EP 5447/90"
"M159";"190458805";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M076";"190456421";"2395812";"BT 3216/14 SERIES 3000"
"M133";"190421954";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S029";"190356072";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"S001";"190557811";"1822510";"HX 6510/22"
"M228";"190420700";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"S010";"190385103";"1290782";"QC 5115/15"
"S214";"190324193";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"M027";"190539928";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S217";"190278991";"2312251";"MG 5720/15 MULTIGROOM"
"M129";"190477447";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"M069";"190599093";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"M104";"981433686";"2670812";"NT 3650/16"
"S088";"190776675";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M062";"190518384";"2670818";"S 5588/30"
"S009";"190406140";"1735432";"HR 1578/00"
"M209";"190488664";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S041";"190403755";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M170";"190454585";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M095";"190545175";"1724791";"HX 6511/22"
"M018";"190540033";"2643587";"EP 2220/40"
"M130";"190449074";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M161";"190444267";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M246";"190236062";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M176";"190264007";"1378139";"HQ 56/50"
"S038";"330558116";"1712051";"HX 8211/02 AIRFLOSS"
"M300";"190309074";"2691427";"SCF 291/00 AVENT STERILISATOR"
"M180";"190398281";"2583350";"S 3233/52 SERIES 3000"
"M073";"190362461";"2229897";"GC 2994/20 POWERLIFE 2400W"
"M155";"190413587";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"S093";"190479571";"2643597";"AC 0819/10 800 SERIES WEISS"
"M087";"190363421";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S097";"190416887";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"S009";"190407936";"2670816";"S 7788/55"
"S332";"190251197";"2583351";"S 5941/27 SERIES 5000"
"M196";"190344470";"2472688";"HX 8431/01"
"M023";"190505985";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"S313";"190300119";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M306";"190263153";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S099";"190294688";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M126";"982817072";"2670375";"EP 5447/90"
"M083";"190372746";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M228";"190417166";"2395812";"BT 3216/14 SERIES 3000"
"M063";"190289398";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M281";"190357463";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M310";"190101939";"1822510";"HX 6510/22"
"M168";"190425717";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"S204";"190314294";"1290782";"QC 5115/15"
"M223";"190395951";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"S038";"330569868";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M199";"190540683";"2312251";"MG 5720/15 MULTIGROOM"
"M197";"190502966";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"M250";"190186770";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"M007";"190398316";"2670812";"NT 3650/16"
"M210";"190501211";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M012";"190402009";"2670818";"S 5588/30"
"S088";"190775388";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S041";"190403755";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M212";"190340593";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M114";"190452167";"2472450";"HD 7767/00 GRIND&BREW SW/METALL"
"S219";"190236599";"2643587";"EP 2220/40"
"M227";"190426110";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"S353";"190208688";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S079";"190736951";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M048";"1702820";"1712051";"HX 8211/02 AIRFLOSS"
"S309";"190360149";"2691427";"SCF 291/00 AVENT STERILISATOR"
"M180";"190398281";"2583350";"S 3233/52 SERIES 3000"
"S044";"190512447";"2229897";"GC 2994/20 POWERLIFE 2400W"
"M059";"190428411";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"M047";"190380210";"2643597";"AC 0819/10 800 SERIES WEISS"
"S074";"190770584";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S012";"190791477";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"M263";"190189649";"2670816";"S 7788/55"
"M099";"190406318";"2583351";"S 5941/27 SERIES 5000"
"M248";"190366995";"2472688";"HX 8431/01"
"M167";"190416721";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M146";"190435537";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M027";"190542860";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S332";"190246987";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S060";"190475145";"2670375";"EP 5447/90"
"M029";"190372950";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S216";"190422888";"2395812";"BT 3216/14 SERIES 3000"
"S058";"190313128";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"S006";"190678351";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M111";"190416743";"1822510";"HX 6510/22"
"M222";"190325197";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"M294";"190141597";"1290782";"QC 5115/15"
"S353";"190209390";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"M132";"190323215";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M299";"190552878";"2312251";"MG 5720/15 MULTIGROOM"
"M282";"190350779";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"M253";"190325123";"2670812";"NT 3650/16"
"M103";"190584244";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M053";"1667594";"2670818";"S 5588/30"
"M183";"1553493";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S041";"190403755";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M071";"190278332";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S020";"190424942";"2472450";"HD 7767/00 GRIND&BREW SW/METALL"
"M053";"1666540";"2643587";"EP 2220/40"
"S332";"190246995";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M109";"190387759";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M049";"190479299";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"S033";"190325657";"1712051";"HX 8211/02 AIRFLOSS"
"S086";"191074014";"2583350";"S 3233/52 SERIES 3000"
"S020";"190426155";"2229897";"GC 2994/20 POWERLIFE 2400W"
"M299";"190558053";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"M306";"190263654";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"M176";"190263454";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"M206";"190317127";"2670816";"S 7788/55"
"S036";"310366751";"2583351";"S 5941/27 SERIES 5000"
"M199";"190537087";"2472688";"HX 8431/01"
"S034";"190268167";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M201";"190380007";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M092";"190483846";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"S336";"190268439";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M116";"190551422";"2670375";"EP 5447/90"
"M007";"190397511";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S084";"190384138";"2395812";"BT 3216/14 SERIES 3000"
"S036";"310368108";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M090";"190429816";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"S061";"190419922";"1822510";"HX 6510/22"
"M027";"190543245";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"M191";"190403405";"1290782";"QC 5115/15"
"S208";"190428006";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"M069";"190595417";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M116";"190550926";"2312251";"MG 5720/15 MULTIGROOM"
"M247";"190181685";"2528097";"BT 5515/15 SERIES 5000 MIT LADESTAND"
"M078";"190474713";"2670812";"NT 3650/16"
"M068";"190515797";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"S332";"190248208";"2670818";"S 5588/30"
"M279";"190324729";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S041";"190403755";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M018";"190540028";"2528075";"EP 3246/70 3200 LATTEGO SW"
"S201";"190627585";"2472450";"HD 7767/00 GRIND&BREW SW/METALL"
"M053";"1667366";"2643587";"EP 2220/40"
"M127";"190491424";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M249";"190159929";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M101";"190388465";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"M306";"190263365";"1712051";"HX 8211/02 AIRFLOSS"
"S053";"190355097";"2583350";"S 3233/52 SERIES 3000"
"S034";"190267661";"2229897";"GC 2994/20 POWERLIFE 2400W"
"M300";"190308322";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"S060";"190479753";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"M280";"190314087";"2670816";"S 7788/55"
"M094";"190348586";"2583351";"S 5941/27 SERIES 5000"
"M180";"190398281";"2472688";"HX 8431/01"
"M183";"1550174";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M257";"190173056";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M183";"1552212";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M066";"190455750";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M196";"190346163";"2670375";"EP 5447/90"
"M228";"190417166";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S086";"191076288";"2395812";"BT 3216/14 SERIES 3000"
"S041";"190403755";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M015";"190427610";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M042";"190481976";"1822510";"HX 6510/22"
"S001";"190552044";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"M306";"190267749";"1290782";"QC 5115/15"
"S329";"190234360";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"M012";"190403351";"2583319";"XC8045/01 SPEEDPRO MAX+"
"M130";"190449665";"2312251";"MG 5720/15 MULTIGROOM"
"S042";"190338532";"1934641";"506225 RCG M2"
"M199";"190537087";"2670812";"NT 3650/16"
"M182";"190368798";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M027";"190544714";"2670818";"S 5588/30"
"S012";"190801911";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S041";"190403755";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M053";"1666548";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M076";"190454602";"2472450";"HD 7767/00 GRIND&BREW SW/METALL"
"M118";"190439581";"2643587";"EP 2220/40"
"S027";"196836491";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M231";"190355887";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M039";"190464004";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"S209";"190453085";"1712051";"HX 8211/02 AIRFLOSS"
"M018";"190544170";"2583350";"S 3233/52 SERIES 3000"
"M043";"190330710";"2229897";"GC 2994/20 POWERLIFE 2400W"
"S038";"330558116";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S070";"190274096";"2670816";"S 7788/55"
"S072";"190399548";"2583351";"S 5941/27 SERIES 5000"
"M063";"190289398";"2472688";"HX 8431/01"
"M169";"190425506";"2583342";"HX9601/02 EXPERTCLEAN BLACK"
"M020";"190479707";"1675141";"HP 8232/00 THERMOPROTECT IONIC"
"M111";"190412746";"2528094";"SCD 833/26 VIDEO BABYPHONE EINSTIEG"
"M078";"190474713";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M061";"190379798";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M012";"190403689";"2395812";"BT 3216/14 SERIES 3000"
"M073";"190368008";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M072";"190461020";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M063";"190289398";"1822510";"HX 6510/22"
"M131";"190437435";"2229881";"BRI 950/00 LUMEA PRESTIGE"
"M003";"190480313";"1290782";"QC 5115/15"
"S009";"190409501";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"S353";"190187450";"2583319";"XC8045/01 SPEEDPRO MAX+"
"S075";"190301757";"2312251";"MG 5720/15 MULTIGROOM"
"M199";"190537087";"2670812";"NT 3650/16"
"M015";"190423060";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M028";"190422163";"2670818";"S 5588/30"
"M027";"190540145";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M219";"190394263";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S015";"190383108";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M201";"190379172";"2472450";"HD 7767/00 GRIND&BREW SW/METALL"
"S051";"190288990";"2643587";"EP 2220/40"
"M312";"190103025";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"S104";"190403806";"2528074";"EP 2231/40 2200 LATTEGO SW"
"M030";"190399241";"2528098";"S 6640/44 SHAVER 6000 SW/SILBER"
"S052";"190346917";"1712051";"HX 8211/02 AIRFLOSS"
"M074";"2311038";"2583350";"S 3233/52 SERIES 3000"
"S319";"190278994";"2229897";"GC 2994/20 POWERLIFE 2400W"
"M199";"190540683";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"M003";"190484033";"2670816";"S 7788/55"
"M202";"190470273";"2583351";"S 5941/27 SERIES 5000"
"M031";"1493011";"2472688";"HX 8431/01"
